Obesity Prevalence,,,Year 2013,Year 2013,Year 2012,Year 2012,Year 2004,Year 2004
State,FIPS Codes,County,number,percent,number,percent,number,percent
Maryland,24037,St. Mary's County,25249,32,23663,30.3,16790,25.1
Maryland,24039,Somerset County,8607,42.2,8065,39.5,5075,25.8
Maryland,24041,Talbot County,8823,29.3,8569,28.4,5656,20.7
Maryland,24043,Washington County,38102,33.8,37494,33.4,24410,23.4
Maryland,24045,Wicomico County,26490,35.9,25612,34.9,16990,26.4
Maryland,24047,Worcester County,12185,29.4,12281,29.8,9604,25.1
Maryland,24510,Baltimore city,159254,33.7,161742,34.3,134500,29.3
Massachusetts,25001,Barnstable County,34910,19.9,34469,19.7,30070,16.6
Massachusetts,25003,Berkshire County,24153,23.7,23340,22.9,17800,17.6
Massachusetts,25005,Bristol County,118623,28.3,117394,28.2,100400,24.7
Massachusetts,25007,Dukes County,2999,22,2880,21.6,2108,17.4
Massachusetts,25009,Essex County,146078,25.5,137361,24.3,103800,19.3
Massachusetts,25011,Franklin County,11850,21,12193,21.6,11050,19.9
Massachusetts,25013,Hampden County,95198,27.5,97698,28.5,75180,22.5
Massachusetts,25015,Hampshire County,23154,18.9,25836,21.3,18110,15.5
Massachusetts,25017,Middlesex County,268914,22.6,264256,22.6,198100,18
Massachusetts,25019,Nantucket County,1642,20,1643,20.7,1495,18.6
Massachusetts,25021,Norfolk County,106751,20.5,101411,19.7,84010,17.2
Massachusetts,25023,Plymouth County,104391,27.8,97489,26.4,72860,20.6
Massachusetts,25025,Suffolk County,126878,21.3,120618,20.6,89880,17.7
Massachusetts,25027,Worcester County,163607,27,156460,26.1,123300,21.7
Michigan,26001,Alcona County,2792,31.1,2752,30.7,2514,26.7
Michigan,26003,Alger County,2340,29.8,2533,32.3,2041,26.4
Michigan,26005,Allegan County,24666,30.2,26117,32.3,19730,24.8
Michigan,26007,Alpena County,7300,32.1,7479,32.9,6056,26.1
Michigan,26009,Antrim County,5889,32.2,5790,31.7,4644,25.2
Michigan,26011,Arenac County,4165,34,4093,33.6,3476,26.4
Michigan,26013,Baraga County,2220,32.5,2330,34.2,1853,27.5
Michigan,26015,Barry County,13715,31.2,14695,33.7,11010,25.7
Michigan,26017,Bay County,29049,35.4,27233,33.4,22460,27.7
Michigan,26019,Benzie County,3942,28.7,4212,30.9,3604,27.4
Michigan,26021,Berrien County,40551,34.8,42574,36.6,30450,25.9
Michigan,26023,Branch County,10223,31.8,11320,35.1,8792,25.7
Michigan,26025,Calhoun County,33731,33.9,34486,34.7,26270,26.2
Michigan,26027,Cass County,13858,35.3,13775,35.1,9916,26
Michigan,26029,Charlevoix County,5773,28.6,5677,28.4,5177,26.4
Michigan,26031,Cheboygan County,6775,33.2,6541,32.1,5224,25.2
Michigan,26033,Chippewa County,10401,34.6,11383,37.9,8117,27.1
Michigan,26035,Clare County,8059,33.8,7436,31.2,6526,27.4
Michigan,26037,Clinton County,18058,31.6,18415,32.7,13570,27.5
Michigan,26039,Crawford County,3353,30.4,3475,31.6,2908,26
Michigan,26041,Delta County,9160,32.1,9480,33.2,7981,27.6
Michigan,26043,Dickinson County,6076,30.1,6143,30.3,5626,27.1
Michigan,26045,Eaton County,29070,35.7,28069,34.7,20590,26.3
Michigan,26047,Emmet County,7535,29.8,7081,28.3,6373,25.9
Michigan,26049,Genesee County,101061,33,110230,36,92350,29.4
Michigan,26051,Gladwin County,6958,34.7,7132,35.6,5791,27.9
Michigan,26053,Gogebic County,4059,31.3,3903,29.8,3571,26.7
Michigan,26055,Grand Traverse County,18489,26.8,19025,28,15920,25.9
Michigan,26057,Gratiot County,10753,33.6,11425,35.9,8549,27.1
Michigan,26059,Hillsdale County,10976,32,11036,32.2,9210,27
Michigan,26061,Houghton County,8243,30.7,8307,31,7051,26.7
Michigan,26063,Huron County,7939,31.5,7858,31.1,7183,27.2
Michigan,26065,Ingham County,63425,30.4,61528,29.6,52870,26.2
Michigan,26067,Ionia County,18007,38,16979,36.1,13130,28.3
Michigan,26069,Iosco County,6845,33.2,6896,33.5,5707,27.5
Michigan,26071,Iron County,2736,29.1,2911,30.9,2535,25.6
Michigan,26073,Isabella County,16048,30.9,15571,29.9,12610,26.8
Michigan,26075,Jackson County,40471,33.7,39834,33.3,31670,26.7
Michigan,26077,Kalamazoo County,58382,30.6,56434,29.9,43980,25.4
Michigan,26079,Kalkaska County,4146,31.6,4170,32.2,3353,26.4
Michigan,26081,Kent County,128665,28.7,128947,29.3,97380,23.6
Michigan,26083,Keweenaw County,548,30.9,571,31.7,454.4,26.2
Michigan,26085,Lake County,2952,32,3056,32.9,2520,27.9
Michigan,26087,Lapeer County,20060,30.3,19930,30.4,18430,27.6
Michigan,26089,Leelanau County,4647,26.6,3963,22.9,4496,26.9
Michigan,26091,Lenawee County,22835,30.8,24042,32.5,19760,26.6
Michigan,26093,Livingston County,40253,29.6,38540,28.7,32180,25.3
Michigan,26095,Luce County,1717,32.6,1877,35.7,1437,26.8
Michigan,26097,Mackinac County,2785,31.1,2915,32.6,2439,27.6
Michigan,26099,Macomb County,215203,33.3,207501,32.5,145900,23.9
Michigan,26101,Manistee County,6765,34.6,6713,34.2,5104,26.6
Michigan,26103,Marquette County,15305,29.2,15392,29.3,13270,26.8
Michigan,26105,Mason County,6609,29.9,6425,29.3,5836,26.8
Michigan,26107,Mecosta County,11253,35,10648,33.2,8232,26.7
Michigan,26109,Menominee County,6392,34.4,6373,34.4,4962,26.2
Michigan,26111,Midland County,19097,30.5,19833,31.7,16110,26.6
Michigan,26113,Missaukee County,3612,32.2,3723,33.4,2970,26.6
Michigan,26115,Monroe County,37966,33.8,37551,33.5,29890,27.2
Michigan,26117,Montcalm County,15932,34,15864,33.8,13100,28.5
Michigan,26119,Montmorency County,2247,28.9,2484,31.8,2140,25.7
Michigan,26121,Muskegon County,45324,35.8,45612,36.7,34670,28
Michigan,26123,Newaygo County,12099,34,12482,35.3,9327,26.6
Michigan,26125,Oakland County,243882,26.3,237367,26,194100,21.9
Michigan,26127,Oceana County,6720,34.8,6552,34.1,5199,25.7
Michigan,26129,Ogemaw County,5946,35.6,6099,36.3,4752,28.5
Michigan,26131,Ontonagon County,1762,33,1857,34.4,1594,26.5
Michigan,26133,Osceola County,5879,34.2,5812,33.9,4537,26.4
Michigan,26135,Oscoda County,2211,33.5,2249,33.4,1950,27.2
Michigan,26137,Otsego County,6110,33.3,6461,35.6,4803,26.8
Michigan,26139,Ottawa County,53163,27.6,48564,25.7,44180,25.3
Michigan,26141,Presque Isle County,3442,32.3,3480,32.6,3044,27.1
Michigan,26143,Roscommon County,6801,34.2,6304,31.6,5905,28.5
Michigan,26145,Saginaw County,57155,38.9,58388,39.7,44070,29.5
Michigan,26147,St. Clair County,39788,33,38349,31.9,34330,27.7
Michigan,26149,St. Joseph County,15315,34.7,15057,34.2,12980,29.2
Michigan,26151,Sanilac County,9848,31.3,10874,34.4,9277,28.4
Michigan,26153,Schoolcraft County,2041,31.3,1982,30.1,1787,26.1
Michigan,26155,Shiawassee County,16663,32.4,16559,32.2,14180,26.8
Michigan,26157,Tuscola County,13427,32.6,12569,30.5,11710,27.5
Michigan,26159,Van Buren County,18466,33.5,18477,33.7,14650,26.3
Michigan,26161,Washtenaw County,64885,24.4,61176,23.3,57860,23.3
Michigan,26163,Wayne County,434504,33.5,437360,33.5,424300,30.2
Michigan,26165,Wexford County,7329,30.2,7379,30.5,6265,27.2
Minnesota,27001,Aitkin County,3813,29.9,3488,27.1,3167,25.1
Minnesota,27003,Anoka County,74226,30,72191,29.6,58910,26.1
Minnesota,27005,Becker County,7958,32.6,7124,29.4,5966,25.5
Minnesota,27007,Beltrami County,9965,30.9,9211,28.7,7304,24.7
Minnesota,27009,Benton County,8437,29.3,8039,28.2,6928,24.9
Minnesota,27011,Big Stone County,1141,28.7,1180,29.6,1051,25.1
Minnesota,27013,Blue Earth County,16379,33.7,13528,28,10580,24.8
Minnesota,27015,Brown County,5740,30.1,5329,27.8,5105,25.8
Minnesota,27017,Carlton County,7986,30.1,7411,28.1,6295,25
Minnesota,27019,Carver County,15161,23,15572,24.2,13600,24
Minnesota,27021,Cass County,5818,26.5,5983,27.4,5674,26.3
Minnesota,27023,Chippewa County,2708,29.9,2692,29.6,2390,25.2
Minnesota,27025,Chisago County,11823,29.8,11790,30.1,8447,24.7
Minnesota,27027,Clay County,12336,28.4,12048,28,9871,25.9
Minnesota,27029,Clearwater County,1994,31,1944,30.4,1635,26.1
Minnesota,27031,Cook County,1230,28.9,1114,26.4,1104,25.9
Minnesota,27033,Cottonwood County,2751,31.7,2556,29.6,2148,24.2
Minnesota,27035,Crow Wing County,13850,29,13915,29.3,11220,25.3
Minnesota,27037,Dakota County,78842,26.6,75589,25.9,58280,21.9
Minnesota,27039,Dodge County,3530,24.9,4034,28.8,3347,24.7
Minnesota,27041,Douglas County,8413,30,7352,26.3,6353,24.1
Minnesota,27043,Faribault County,2931,27,2888,26.6,3030,25.6
Minnesota,27045,Fillmore County,3874,25.1,4054,26.2,3711,23.5
Minnesota,27047,Freeborn County,7037,29.9,7408,31.4,6103,25.2
Minnesota,27049,Goodhue County,11182,32.2,10651,30.8,8281,24.7
Minnesota,27051,Grant County,1466,32,1373,30,1186,25.3
Minnesota,27053,Hennepin County,205685,22.8,201951,22.7,167500,20.3
Minnesota,27055,Houston County,3684,25.7,3629,25.5,3584,24.6
Minnesota,27057,Hubbard County,3969,24.9,4306,27.6,3564,24.9
Minnesota,27059,Isanti County,7795,28,7650,27.6,6520,24.5
Minnesota,27061,Itasca County,11223,32.2,10875,31.4,8184,24.5
Minnesota,27063,Jackson County,2431,31.5,2396,30.9,2067,24.3
Minnesota,27065,Kanabec County,3611,29.9,3198,26.6,2898,24.5
Minnesota,27067,Kandiyohi County,9134,29.1,8571,27.4,7405,24.8
Minnesota,27069,Kittson County,948,27.8,1001,29.2,934.5,25.8
Minnesota,27071,Koochiching County,2862,28,2534,24.9,2675,25.2
Minnesota,27073,Lac qui Parle County,1553,28.8,1601,29.3,1538,26.2
Minnesota,27075,Lake County,2601,30.3,2432,28.3,2140,24.6
Minnesota,27077,Lake of the Woods Count,947,30.4,899,28.8,868,25.8
Minnesota,27079,Le Sueur County,6562,32.4,6660,33,5222,26.2
Minnesota,27081,Lincoln County,1246,28.3,1278,28.9,1161,24.9
Minnesota,27083,Lyon County,5296,28.7,5406,29.2,4491,25.2
Minnesota,27085,McLeod County,8212,31.1,8873,33.6,6575,25.3
Minnesota,27087,Mahnomen County,1216,32.6,1072,28.6,924.7,25.7
Minnesota,27089,Marshall County,2097,29.7,2130,30.3,1943,25.9
Minnesota,27091,Martin County,5006,32.2,5078,32.6,4128,26.1
Minnesota,27093,Meeker County,5135,30.4,4794,28.4,4247,24.9
Minnesota,27095,Mille Lacs County,6801,35.9,6214,33.1,4650,25.2
Minnesota,27097,Morrison County,8336,34.3,7167,29.3,5876,24.9
Minnesota,27099,Mower County,8800,30.8,8454,29.5,7220,25.3
Minnesota,27101,Murray County,1939,29.8,1941,29.8,1682,24.9
Minnesota,27103,Nicollet County,7236,29.9,7277,30.2,5389,24.1
Minnesota,27105,Nobles County,4452,28.8,4411,28.6,3658,24.8
Minnesota,27107,Norman County,1393,28.2,1516,30.8,1325,25
Minnesota,27109,Olmsted County,27908,25.6,25413,23.7,24260,25.2
Minnesota,27111,Otter Tail County,12928,29.4,12026,27.4,10680,24.6
Minnesota,27113,Pennington County,2882,27.5,2780,26.5,2497,24.9
Minnesota,27115,Pine County,8145,36.2,6943,31,5259,24.9
Minnesota,27117,Pipestone County,1933,28.4,1881,27.5,1796,25.2
Minnesota,27119,Polk County,7802,33.5,7248,31.3,6068,26.6
Minnesota,27121,Pope County,2711,32.1,2486,29.6,2182,25.7
Minnesota,27123,Ramsey County,100227,25.8,96123,25.1,81660,22.7
Minnesota,27125,Red Lake County,983,32.8,920,30.7,823.1,25.1
Minnesota,27127,Redwood County,3754,32.6,3803,32.7,2915,24.6
Minnesota,27129,Renville County,3359,29.5,3615,31.3,3011,24.7
Minnesota,27131,Rice County,14845,31.5,12656,27,10990,25.2
Minnesota,27133,Rock County,1967,28.4,1945,28.1,1743,24.8
Minnesota,27135,Roseau County,3302,29.3,3703,33.2,2890,25.1
Minnesota,27137,St. Louis County,41878,27.1,39256,25.5,33340,22.2
Minnesota,27139,Scott County,23175,24.6,22652,24.6,19640,24.8
Minnesota,27141,Sherburne County,18149,28.8,16980,27.3,12830,23.3
Minnesota,27143,Sibley County,3657,33.3,3457,31.4,2752,25
Minnesota,27145,Stearns County,30571,27.6,29865,27.2,24750,24.3
Minnesota,27147,Steele County,8015,30.5,7391,28.3,6045,23.9
Minnesota,27149,Stevens County,2350,33.5,2043,29.2,1829,25.2
Minnesota,27151,Swift County,2072,28.6,2037,28,2288,25.8
Minnesota,27153,Todd County,5476,30.4,5247,29.2,4657,26
Minnesota,27155,Traverse County,838,32.1,786,29.9,735.3,25.1
Minnesota,27157,Wabasha County,5195,32.2,4852,30.3,4437,27.2
Minnesota,27159,Wadena County,2958,29.2,2844,28.1,2529,25.3
Minnesota,27161,Waseca County,4826,33.7,4302,30,3595,25.2
Minnesota,27163,Washington County,46511,26.1,44910,25.7,36160,23.7
Minnesota,27165,Watonwan County,2176,26.9,2445,30.2,2028,24.9
Minnesota,27167,Wilkin County,1381,28.5,1448,29.8,1215,24.7
Minnesota,27169,Winona County,11135,28.9,10406,27.1,9326,25.7
Minnesota,27171,Wright County,24735,28,24804,28.4,17990,24.2
Minnesota,27173,Yellow Medicine County,2182,29,2136,28.3,1885,24.4
Mississippi,28001,Adams County,9252,37.7,8900,36.4,7314,31.3
Mississippi,28003,Alcorn County,10486,37.9,9215,33.5,6874,26.2
Mississippi,28005,Amite County,4157,42.3,3815,38.9,3253,32.7
Mississippi,28007,Attala County,5484,39.2,5406,39.5,4302,30.1
Mississippi,28009,Benton County,2359,37,2418,37.5,1677,29.7
Mississippi,28011,Bolivar County,9072,37.5,8138,33.5,9187,34.4
Mississippi,28013,Calhoun County,3867,35.8,3839,35.4,3344,30.6
Mississippi,28015,Carroll County,2767,34.2,2560,31.6,2291,28.9
Mississippi,28017,Chickasaw County,4185,33.4,4625,36.8,4168,31
Mississippi,28019,Choctaw County,1985,31.7,2086,33.7,1998,28.9
Mississippi,28021,Claiborne County,3121,47.6,2847,42.9,2790,35.9
Mississippi,28023,Clarke County,4239,34.8,4339,35.6,3785,29.6
Mississippi,28025,Clay County,5247,35.3,5686,38.4,4807,31.6
Mississippi,28027,Coahoma County,7409,42.9,7950,45.5,6340,33.6
Mississippi,28029,Copiah County,7827,37.4,7889,37.7,7010,34.3
Mississippi,28031,Covington County,5123,36.3,5128,36.3,4111,28.9
Mississippi,28033,DeSoto County,42555,35.9,43025,36.9,23520,25.4
Mississippi,28035,Forrest County,19204,34.4,19016,34.2,15280,28.4
Mississippi,28037,Franklin County,2061,35.6,2224,38.6,1862,30.3
Mississippi,28039,George County,5655,34.2,5611,34.4,4046,28
Mississippi,28041,Greene County,4276,38.5,4229,38.2,2808,28.4
Mississippi,28043,Grenada County,6187,38.9,6259,39.5,5029,30.7
Mississippi,28045,Hancock County,10919,31.9,10164,30.1,9370,27.6
Mississippi,28047,Harrison County,46256,32.3,46538,33,37770,27.5
Mississippi,28049,Hinds County,60877,34.9,60513,34.5,51330,29.6
Mississippi,28051,Holmes County,5964,46.1,5956,46.6,5020,36.2
Mississippi,28053,Humphreys County,2608,41.6,2801,43.5,2395,34.4
Mississippi,28055,Issaquena County,392,34.4,412,36.9,487.8,33.5
Mississippi,28057,Itawamba County,5979,34.5,5660,32.9,4633,27.4
Mississippi,28059,Jackson County,32825,32,31889,31.3,27550,28.5
Mississippi,28061,Jasper County,4651,37.9,4785,39.1,4284,33.1
Mississippi,28063,Jefferson County,2526,44.5,2525,44.2,2543,38
Mississippi,28065,Jefferson Davis County,3584,39.4,3508,38.4,3119,33.3
Mississippi,28067,Jones County,18878,38.4,18747,38.1,14310,30.2
Mississippi,28069,Kemper County,2802,36.9,2872,37.7,2543,34
Mississippi,28071,Lafayette County,13041,34.3,12847,34.6,8005,26.6
Mississippi,28073,Lamar County,13907,32.8,14324,34.6,7997,26
Mississippi,28075,Lauderdale County,18974,32.3,19949,34.2,15900,29
Mississippi,28077,Lawrence County,3384,36.8,3540,38.6,2970,30.6
Mississippi,28079,Leake County,6559,40.9,6215,38.9,4557,29.7
Mississippi,28081,Lee County,20237,33,19172,31.6,14710,26.6
Mississippi,28083,Leflore County,9716,44,9209,41.8,8438,34.1
Mississippi,28085,Lincoln County,9893,39.1,9876,39.1,7856,32.1
Mississippi,28087,Lowndes County,15009,34.3,15115,34.8,13000,30.8
Mississippi,28089,Madison County,20523,28.6,22113,31.5,17040,29.7
Mississippi,28091,Marion County,6537,34.2,6678,34.7,5051,28.2
Mississippi,28093,Marshall County,10696,39.1,10720,39.4,8354,33
Mississippi,28095,Monroe County,10238,38,9752,36.1,8029,29.2
Mississippi,28097,Montgomery County,3002,38.3,2998,38.2,2635,31
Mississippi,28099,Neshoba County,7669,37.5,7576,37,6348,30.7
Mississippi,28101,Newton County,5386,34.8,4816,31.4,4992,31.9
Mississippi,28103,Noxubee County,3222,40.6,3333,41.8,2979,35.7
Mississippi,28105,Oktibbeha County,12512,34.2,12058,33.1,8169,26.7
Mississippi,28107,Panola County,8841,36,8574,35.1,7141,29.1
Mississippi,28109,Pearl River County,13623,33.7,12825,31.7,10230,27.4
Mississippi,28111,Perry County,3326,37.2,3290,36.9,2394,27.7
Mississippi,28113,Pike County,10527,37.2,10668,37.8,9087,33.1
Mississippi,28115,Pontotoc County,6817,31.1,7153,33,5645,28.1
Mississippi,28117,Prentiss County,6210,33.1,5815,31.2,4932,26.5
Mississippi,28119,Quitman County,2349,41.5,2362,42.2,2211,33.9
Mississippi,28121,Rankin County,34021,31.5,33152,31.3,24860,26.4
Mississippi,28123,Scott County,6765,33.7,6834,34.1,6392,31.8
Mississippi,28125,Sharkey County,1273,37.5,1402,40.5,1421,35.2
Mississippi,28127,Simpson County,7469,37.7,7775,39.5,6083,31.1
Mississippi,28129,Smith County,4383,36.8,4290,35.9,3015,26.4
Mississippi,28131,Stone County,4641,35.8,4157,32.1,2789,27.4
Mississippi,28133,Sunflower County,8696,42.2,8777,42.3,7964,35.1
Mississippi,28135,Tallahatchie County,4587,39.6,4577,39.7,3518,35.5
Mississippi,28137,Tate County,7545,37.4,7024,34.8,5454,29.7
Mississippi,28139,Tippah County,5454,33.9,5449,34.3,4625,30
Mississippi,28141,Tishomingo County,5389,36.6,5267,35.6,3667,25.4
Mississippi,28143,Tunica County,2890,40.7,2994,42.1,2394,35.6
Mississippi,28145,Union County,6667,33.2,6788,34.3,5149,26.9
Mississippi,28147,Walthall County,4150,38.3,4189,38.4,3345,31
Mississippi,28149,Warren County,11476,32.7,12509,35.8,11450,33.3
Mississippi,28151,Washington County,13637,38.9,14313,40.9,13590,34
Mississippi,28153,Wayne County,5684,38.2,5593,37.7,4362,29.2
Mississippi,28155,Webster County,2494,33.9,2628,35.5,2156,29.2
Mississippi,28157,Wilkinson County,2832,39.9,2946,41.2,2662,35.4
Mississippi,28159,Winston County,5057,36.4,5064,36.1,4767,33.1
Mississippi,28161,Yalobusha County,3573,38.6,3490,37.8,2949,30.4
Mississippi,28163,Yazoo County,7971,38.8,8277,40,6661,33.3
Missouri,29001,Adair County,5456,29,5661,30.3,4534,25.1
Missouri,29003,Andrew County,3805,29.3,3607,27.9,3408,27.3
Missouri,29005,Atchison County,1256,29.8,1343,31.3,1283,26.9
Missouri,29007,Audrain County,6597,34.7,6541,34.7,5177,27.3
Missouri,29009,Barry County,8615,32.4,8543,32.3,6932,27.1
Missouri,29011,Barton County,3123,35.3,2886,32.3,2585,27.6
Missouri,29013,Bates County,3903,32.1,4277,34.8,3348,26.9
Missouri,29015,Benton County,4759,31.2,4872,31.9,3843,26.3
Missouri,29017,Bollinger County,3091,33.1,3304,35.7,2433,26.8
Missouri,29019,Boone County,36040,28.4,34107,27.3,23860,23.2
Missouri,29021,Buchanan County,21731,32.6,23349,35.1,16520,26.5
Missouri,29023,Butler County,11228,35.1,11695,36.5,8590,28.1
Missouri,29025,Caldwell County,2486,37.2,2621,39.2,1638,24.6
Missouri,29027,Callaway County,11437,34.3,11346,34.3,8254,26.9
Missouri,29029,Camden County,9949,28.5,9780,28.1,7700,25.3
Missouri,29031,Cape Girardeau County,18404,31.9,18663,32.7,13490,25.8
Missouri,29033,Carroll County,2419,35.4,2319,34.2,1989,26.5
Missouri,29035,Carter County,1451,31.1,1508,32.5,1131,26
Missouri,29037,Cass County,22045,30.3,21980,30.5,17950,27.4
Missouri,29039,Cedar County,3245,31,3525,34.3,2774,26.6
Missouri,29041,Chariton County,1767,30.4,1856,32,1684,26.9
Missouri,29043,Christian County,16806,29.1,17287,30.4,11320,24.4
Missouri,29045,Clark County,1765,34.3,1726,33.3,1467,26.8
Missouri,29047,Clay County,49043,29.3,47499,28.8,38630,27
Missouri,29049,Clinton County,5196,34.5,5192,34.5,3945,26.1
Missouri,29051,Cole County,17471,30.7,16975,30,13880,26
Missouri,29053,Cooper County,4732,35.4,4666,35.3,3574,27.8
Missouri,29055,Crawford County,5897,32.4,6041,33,4613,26.5
Missouri,29057,Dade County,1988,34.3,2131,37,1546,26.1
Missouri,29059,Dallas County,4125,33.7,4045,32.7,3118,26.5
Missouri,29061,Daviess County,1937,32.6,2146,36.2,1474,25.2
Missouri,29063,DeKalb County,3755,36.1,4043,38.7,2679,27.2
Missouri,29065,Dent County,4091,34.6,4134,35.3,3005,26.8
Missouri,29067,Douglas County,3340,32.5,3303,31.7,2679,26.6
Missouri,29069,Dunklin County,7300,32,7506,32.7,5964,25.4
Missouri,29071,Franklin County,22844,30.4,24557,32.9,17950,25.4
Missouri,29073,Gasconade County,4006,35,3774,32.8,3134,26.7
Missouri,29075,Gentry County,1430,28.7,1570,31.5,1208,24.9
Missouri,29077,Greene County,68827,32,60821,28.7,45640,24.5
Missouri,29079,Grundy County,2478,32.6,2561,33.9,2014,26.4
Missouri,29081,Harrison County,2193,34.1,2150,33.3,1837,27.6
Missouri,29083,Henry County,4924,29.5,5339,31.8,4731,27.7
Missouri,29085,Hickory County,2202,29.2,2375,31.1,1882,25.7
Missouri,29087,Holt County,1162,32.5,1136,31.2,1023,26.2
Missouri,29089,Howard County,2550,33.9,2557,34,2005,27.5
Missouri,29091,Howell County,9299,31.5,9641,32.4,7326,26.5
Missouri,29093,Iron County,2764,35.1,2706,34.4,2065,26.9
Missouri,29095,Jackson County,155561,31,151439,30.4,121700,25.5
Missouri,29097,Jasper County,28938,34.5,27033,32.6,20690,26.3
Missouri,29099,Jefferson County,49545,30.4,50259,31.1,40400,26.7
Missouri,29101,Johnson County,12251,30.9,11622,29.4,9227,25.6
Missouri,29103,Knox County,952,31.7,962,32.3,789.5,25.3
Missouri,29105,Laclede County,8087,31.1,8244,32,6635,27
Missouri,29107,Lafayette County,7096,29.1,7525,30.9,6495,26.9
Missouri,29109,Lawrence County,8234,30,8405,30.4,7234,27.4
Missouri,29111,Lewis County,2636,35.5,2685,36.1,1990,26.7
Missouri,29113,Lincoln County,12050,31.5,12510,33.2,8714,27.1
Missouri,29115,Linn County,2794,30.6,2746,29.8,2532,25.9
Missouri,29117,Livingston County,3286,28.8,3258,28.3,2790,26
Missouri,29119,McDonald County,4506,28.1,4589,28.5,4090,26.1
Missouri,29121,Macon County,3772,32.8,3559,30.9,3122,26.8
Missouri,29123,Madison County,3181,34.3,3336,36.1,2414,26.8
Missouri,29125,Maries County,2305,33.7,2223,32.9,1758,26.7
Missouri,29127,Marion County,7976,37.3,7573,35.7,5394,26.4
Missouri,29129,Mercer County,906,33.4,982,36.1,728.7,26.4
Missouri,29131,Miller County,5720,30.8,6331,34.6,4733,26.2
Missouri,29133,Mississippi County,3442,31.9,3601,33.2,2824,28.3
